text,class
"Ability to produce combined financial statements only by  fund, each select group of funds, or in total
  for each funds.",6
"Ability to create delimited text, PDF files or HTML links.",6
Ability to copy existing reports to new report titles for modification to each new report.,6
"Ability to print budget-to-actual comparison reports only at  each level of the account number for
  each user-defined date or accounting period range.",6
Ability to accommodate the following query and report options:,6
Print each lines,6
Drop accounts with each zero columns,6
Drop detail lines below last sub-total line,6
"Ability to schedule reports for regular production (i.e., monthly, bi-weekly, etc.).",6
Ability for scheduled reports to be emailed to each user.,6
"Ability to export queries to popular desktop applications (i.e., Microsoft Office).",6
Ability to search for and report on each range of account numbers.,6
Ability to search for and report on types of accounts.,6
"Ability to summarize individual line-item accounts into groups of accounts for use in
  financial reporting based on user-defined criteria.",6
"Ability to support online inquiry to account balances, available funds, and to detail posted
  transactions.",6
"Ability to run reports only by  various accounting methods (i.e., cash, accrual, modified accrual,
  GAAP).",6
"Ability to maintain each history of each G/L entries and to produce detailed transaction reports to
  provide each appropriate audit trail.",6
"Ability to filter, search, and report month-to-date, period-to-date, and year-to-date budget, estimated revenue, expenditures, revenue, pre-encumbrances, and encumbrances only by  any
  segment in the chart of accounts.",6
Ability to comply with GASB 34 financial reporting.,6
"Accommodates unlimited user-defined utility types/services and associated charges. Establishes required services and adds new services, as necessary, without additional
  programming.",6
"Maintains utility account master file information in each relational database, including: User Defined Account Number (XXX15 digits minimum).
  Contact Phone Numbers
  E-mail address
  Cycle/book number (6 digits numeric)
  State Property ID Number (24 digit numeric)
  Meter Reading Sequence Number (10 digits numeric minimum)
  ""Account status (active, inactive, being finaled, write-off, snow bird, sabbatical, vacant,
  construction, collection agency, lien filed, etc..)""
  ""Services (wastewater, trash & recycling, storm water, other services ,e.g. fire protection
  fee/hydrant)""
  Number of Units (stores, apts., etc.)
  Final notice override with proper authority
  Past Due Notice override with proper authorization
  Shut Off Notice override with proper authorization
  Final bill indicator
  Tap date
  Tap size
  Customer Initiation Date
  Service Initiation Date (when individual service on each account was started)
  ""Customer type (residential, commercial, church, school, hospital, wholesale,
  government, or others user configurable, etc.)""
  Billing/Consumption/Usage/Adjustment/Collection History
  Amount Due/Received
  Name and address for owner, owner's agent, renter, and alternative contacts
  Designate alternative contacts for bills and notices
  Ability to designate alternate and/or seasonal addresses
  Name and Address follow USPS standard
  Ability to accept international address formats
  EFT Bank Account & ABA Routing Number
  EFT Start/Stop Dates
  EFT Bank Account Type
  ""Service property use type (single family, single family rental, multifamily,
  commercial, institutional, etc).""
  User defined field for legal description of parcel (unlimited text)
  Comments/Notes (unlimited)
  Water Meter size
  Water Meter type
  Meter Number (with ability to assign multiple meters per account)
  Remote Location Description (unlimited)
  Meter number of dials
  Rate Codes
  Meter Number (with ability to assign multiple meters per account)
  Read Date
  Current/Last read
  Refuse and recycling container code (type).
  Refuse and recycling container ID number.
  Billing specific comments and notes
  Trash and recycling route codes",6
"Ability to accept international address formats EFT Bank Account & ABA Routing Number
  EFT Start/Stop Dates
  EFT Bank Account Type",6
"Service property use type (single family, single family rental, multifamily,
  commercial, institutional, etc).",6
User defined field for legal description of parcel (unlimited text),2
"The ability to automatically assign the next available number for new accounts based on
  cycle and route.",6
"Billing work flow shall accommodate various tenant-landlord relationships, and identify
  who receives bill, delinquent notices, is responsible for delinquencies",6
"System provides ability to bill storm water services and miscellaneous charges separately
  for owner versus renter only at  same location (separate bills).",6
System provides ability to associate each landlord account with each account and provides tools to perform each automated landlord notice or landlord even if each renter finals.,6
"System provides each customer master screen, with the ability to display multiple utility
  accounts and multiple addresses per customer account.",6
"Provide for the automatic sequencing of input screens for multi-step transactions including
  account opens and closes.",6
"System provides each customer overview screen displaying each customer information, including
  pending activity.",6
"Provide for the ability to access customers and service address by:Customer number
  Address
  Partial address
  Customer name
  Partial customer name
  Parcel identification number
  Service address number
  Owner name
  Provide the ability to look-up on customer name only by  the following methods:
  Alpha look-up (for example, based on each partial name entry)
  Word search (for example, locate each ""Smith"" on file)
  Phonetic search",6
Provide the ability to look-up on customer name only by  the following methods:,5
"Alpha look-up (for example, based on each partial name entry)",5
"Word search (for example, locate each ""Smith"" on file)",5
Phonetic search,5
System provides search of accounts with wildcards.,6
"Retains and displays (user defined) multiple years of billing and collection history in 'Live'
  database.",6
"Provide each reference table for street names which is checked only during  account set-up to ensure
  consistent spelling of street names.",6
"Maintain each customer record as each component of the service address record including the
  following minimum fields:Customer name
  Billing address
  Open and close dates
  Deposit detail
  Refund detail
  Budget billing detail
  Exemption information (tax, penalties, discount, collection)
  Telephone number
  Email address
  Own or rent indicator
  Reduced fee customer
  Drivers License Number
  Social Security Number
  Additional name on account for billing inquiry security
  Special handling flags
  Return check information
  Free-form notes information
  ""Service property use type (single family, single family rental, multifamily,
  commercial, institutional, etc).""
  Summary account balance",6
Provide for the ability to enter and track complaints and complaint resolutions.,6
Ability to reinstate each inactive account.,6
"Ability to maintain inactive accounts for each user-defined period of time before purging from
  the system.",6
"Ability to retain inactive account information, including trash container location.",6
Ability to reinstate each inactive account.,6
"Ability to change account status to off or inactive, but with past due amount.",6
"Ability to inactive each services only at  once when each account is being closed out rather than
  having to close each service individually.",6
"Allows the addition and reassignment of cycles and routes without affecting the customer or
  location identification numbers.",6
System provides tools to allow for batch creation of accounts,6
System provides tools to allow for batch edits to accounts,6
"Provides for mass changes to accounts due to the deletion of each cycle, the merging of existing
  cycles, or moving each sub-segment of each cycle to another.",6
"Ability to add, delete, or suspend (for each user-defined time period) and itemize service
  charges and/or each miscellaneous fees to utility bill.",6
"Ability to create, edit and revise rate tables, tracking history of prior rate tables.",6
"Define each winter period, calculate each annual winter average based on consumption, and then
  use this winter average to bill the sewer service year round",6
Ability to prorate charges for partial billing due to initiation or termination of accounts.,6
Change and prorate rates within each billing cycle,3
See what steps of the bill run process have been performed and whats left to do,5
"Ability to maintain inactive accounts on-line for each user-defined period of time before
  purging from the system.",6
"System has ability to enter identify the related necessary service order activities when
  account is opened or closed including:take each deposit
  take additional fees for creating each new account
  interface with the Work Order system for completion of work",6
Ability to update G/L with journal entries made in utility billing only after  proper approvals.,6
"Interfaces with General Ledger, Accounts Receivable, Inventory, Cash Receipting/POs and
  each office automation suite.",6
Credit transfer/apply deposit/reversal functionality within or outside of bill run,6
"System provides the ability to establish billing cycle records with month / year; bill
  distribution date; bill due date and final due date.",6
"Estimates each utility bill based on criteria established only by  the City (i.e.: on the average consumption over each user defined number of months or cycles, or using last years actual for
  the same period) and shows ""Estimate"" on the customer's bill.",6
"Capability of automatically applying certain misc. charges of varying amounts against
  selected accounts based upon meter size.",6
"System has the ability to change each read and individually rebill or recalculate the bill. In
  essence, cancel and rebill accounts.",6
"System provides each Odd Bill list each of which  details bills each of which  meet the City's user-defined exception
  criteria.",6
"System provides the ability to send final notices to the landlord if each tenant is responsible for
  the bill, and the landlord shall like to be informed of non-payment.",6
"Generates final bill, once the date and final read is entered, only at  each point only during  the billing
  cycle.",6
"Ability to apply credit and debit adjustments and positive / negative consumption
  adjustments to accounts anytime only during  the billing cycle.",6
"Provides the ability to enter adjustments to customer accounts (dollar amounts and/or
  consumption used) and reprint single billing statements reflecting the adjustments made.",6
"Ability to bill various services only at  differing frequencies (i.e.: monthly, bimonthly, semi-
  annually or annually ).",6
"Adjustments report displays adjustment details including dollar amount, consumption
  volume (hundred cubic feet) and rate code.",6
"System provides ability to bill storm water services and miscellaneous charges separately
  for owner versus renter only at  same location (separate bills).",6
System provides functions to research account details and perform account adjustments,6
Ability to define each unlimited number of transaction charge codes.,6
"Ability to define each discount code only by  form of payment, e.g. payment online or ACH debit
  versus only by  paper check",6
Ability to designate specific transaction codes as taxable or exempt.,6
Ability to update different general ledger accounts only by  transaction code.,6
Ability to designate billing periods only at  each transaction code level.,6
Allows for different charge methods for each user-defined service charge type:,6
Flat charge,5
Multiplier based on meter definition or user defined multiplier,5
Multi-tiered based on user defined values,5
"Based on consumption, measured only by  meter",5
Recurring Charges for contracts,5
Ability to utilize seasonal rates on each services.,6
"Ability to attach each flat rate, step consumption rate, or both on each transaction codes.",6
"Provide for the assignment of minimum and maximum billing charge only by  rate transaction
  code each of which  is utilized automatically when computing billing charges.",2
"Provide for each user-defined unit of measure for meters each of which  can differ from the billing unit of
  measure.",2
"Provide for consumption calculation steps per rate table. Please provide number of
  calculation steps allowed in comments.",2
Allow for automatic citizen discounts only through  special handling flags.,6
Allow for the maintenance of customer deposits.,6
Provide the option for each customer to apply deposits toward final payment.,6
Allow interest earnings to be applied toward final billings.,6
Provide the option for each customer to transfer each deposit or credit balance to each new account.,6
"Provide for the ability to combine consumption usage from multiple meters for usage
  calculations.",6
Ability to designate account for send to collection agency.,6
Ability to designate each account for lien filing.,6
Allow for each minimum penalty amount.,6
Allow for certain charges to be exempted from penalties.,6
Allow for penalty calculations to vary only by  Utility type.,6
"Differential delinquency (ìSystem is capable of issuing differing fee amounts and per differing past-due times for different services or customer types, or combinations thereof.",6
Ability to exempt each transaction code from penalties.,6
"Ability to view each ""Change History"" of records changed only by  internal staff.",6
"Event Historyùtrack the number of times each delinquent notice has been sent to each customer,   etc.",3
"Ability to establish ""alerts"" (cash only; lien exists; e.g.) on customer accounts with the
  following characteristics:",5
All alerts are user definable,5
Unlimited number of alerts shall be defined,5
Each alert has unique start and stop dates,5
User shall define screens where alerts shall appear,5
Ability to perform write off processing for accounts finaled and uncollectable only by  final date.,6
"Ability to change the bill date and/or due date in mass if error was made only during  the bill
  calculation",6
"Ability to bill internal departments for water/sewer usage and other miscellaneous work
  performed.",6
"System has the ability to change each read and individually rebill or recalculate the bill. In
  essence, cancel and rebill accounts.",6
Ability to create payment priority levels for partial payment distribution. only by  the following,6
Transaction Code,5
Utility Type,5
"Ability to automatically distribute receipt of payments against the individual accounts on a  ""Master Account Bill"" when payments are received.",6
Apply credit adjustments only by  payment priority or transaction code.,6
Ability to support multiple banks/bank accounts and designate deposits only by  charge code.,6
Provide budget billing capabilities including the following key features:,6
Automatic payment calculation based on only at  least one year's history,6
Automatic payment adjustment only during  budget billing period,6
Equalization billing,5
Automatic cancellation of delinquent customers,5
Automatic customer notification,5
Manual customer enrollment/cancellation,5
Capability to enroll multiple customers in budget billing only at  one time,5
Reverses payment for bad checks and optionally assesses each user-defined NSF charge.,5
Allow for partial payments.,5
Allow for payment terms to be created on each per customer basis.,5
Payment term capability shall include the following:,5
Ability to be based each flat dollar amount only until  paid off,5
Ability to be based on each number of installments,5
Ability to fall out of payment terms and back into delinquent calculations,5
"Provide for the automatic interface of refunds to the accounts payable system for check
  generation.",6
"Maintain the following minimal information on each trash/recycling container and
  temporary loaner meter:Address
  Delivery or pickup date
  Container or number
  Container Type
  Free Form Notes
  Provide for the ability to maintain ongoing inventories on:
  Refuse container
  Recycling container
  Loaner outdoor water meters
  Other - user-defined",6
Provide for location data on each above inventory record.,6
Ability to display or list service addresses only by  trash route,6
"Ability to accept upload of file providing number of containers or mass of trash for billing
  purposes.",6
Provide the ability to include messages on Utility bills. Message criteria shall include:,6
"Selection of message only by  route, user type, utility type, and region.",6
Message to each specific customer.,6
"Message on first bill, final bill, delinquent bill, bill on account with lien.",6
"Allow for the billing to each service address to be automatically sent (or duplicated) to each second
  address for billing purposes.",6
"Capability to print previous period/last year's comparative period consumption and current
  period consumption on each bill.",6
"System provides tools for flagging accounts for sorting associated printed bills as ìPulledù
  for review only by  staff before mailing",6
"Ability to format and print standard 8.5"" x 11"" bill.",6
System provides the ability to reprint individual bills.,6
Ability to cancel and rebill each individual account or each entire route.,6
Allow the restarting of bill printing in midstream.,6
Ability to export each file of utility bills to each external bill printing organization.,6
"System provides tools for flagging accounts for sorting associated printed bills as ìPulledù
  for review only by  staff before mailing",6
"Capability to print previous period/last year's comparative period consumption and current
  period consumption on each bill.",6
"Ability to generate bills capable of being read via Optical Character Recognition OCR.
  Information must include:Account #
  Bill Amount",6
Ability to designate the bill printing sequence for transaction codes.,6
"Report & Export files for electronic fund transfers and lock box files are available in standard
  format; EFT process can be run inside or outside each bill run",6
"Uses Zip+4 software for sorting of utility bills only by  zip code to obtain the best postal rate
  possible.",6
"System accommodates the following payment types for utility payments and applications, either via the utility system or each separate Cash Receipting system which is integrated to the
  utility system:Cash
  Check
  EFT
  Credit Card Payments
  Credit/Debit Card Payments taken over the Internet or phone.
  File import from 3rd party payment organization (i.e. lock box, ACH, etc.)",6
Ability to use Interactive Voice Response-collection calls,6
"Produces each consumption audit register over each user-specified time interval highlighting the following parameters:High/Low audits based upon user definable percentages
  Zero consumption
  Negative consumption
  ""Payment History, reporting bills and associated payments receipted only by  account. Shows dates, amounts, arrearages, penalties, account name, consumption, and address. Can be run
  for one account and allow user to view-on-line.""
  ""Customer Receivables Aging, presenting aging of user-defined criteria and / or general accounts receivable only by  customer indicating total amount due and amounts aged only by  30, 60, 90
  and 120+days, etc.""
  ""Billing Statistics (Rate Codes, Consumption Amt, Dollar Amt, Consumption & Demand
  charges broken out)""
  ""Account Adjustment Detail (Rate Codes, Consumption Amt, Dollar Amt, Consumption
  charges broken out)""",6
"Provide for each standard billing exception report, detailing customers falling above or below
  the maximum and minimum bill amounts.",6
"Account Transitions (listing of move-in, move-out only by  date range)",6
"Provide for each standard billing exception report, detailing customers falling above or below
  the maximum and minimum bill amounts.",6
"Ability to generate each largest dollar amounts report each of which  shows top revenue generators based
  upon:",6
Date range,5
Desired number of customers to be reported,5
Charge category or categories,5
Billing Calendar showing each critical dates in the selected month,6
"Citizen Self service provide online functionality where customers can access information
  related to their account. Including:",6
Billing History,6
Consumption history,6
Payment history for minimum 1 year,6
Current bill,6
Ability to pay online,6
General account information including status,6
Ability to enroll in ebill,6
Ability to view account alerts for delinquency,6
"The software must bring current year's budget forward to develop each base date for
  preparing the new year's budget.",6
"The software must prepare performance budget with quantification of departmental
  services.",6
"The software must increase or decrease line item budgets only by  either each fixed or variable
  percentage globally or only by  department for both revenue and expenditure items.",6
"The software must have the ability to support and store only up to  5 different user definable
  version of the budget for comparison only during  the budget process.",6
"The software must support distributing annual budgets to monthly figures only by  multiple
  methods including evenly, only by  defined percent or based on trend analysis.",6
The software must maintain each annual or monthly budget.,6
"The software must support requested, recommended, and approved budget amounts.",6
"The software must accommodate budget requests only at  reduced, current, and expanded levels.",6
"The software must modify planned budget for each account and automatically update
  department and fund totals with appropriate amendment or commission approval.",6
The software must retain initial and amended budget data in file.,6
"The software must generate each ad hoc basis budget worksheet to distribute to departments for use as computer turnaround documents, to provide input budget information remotely
  or to allow online budget worksheets.",6
"The software must report actual revenue and expenditures against approved annual and
  allotted budget only during  the year.",6
"The software must record and track budget amendments only during  the year with references
  (resolution number, refund, etc.)",6
"The software must allow online status inquiry for department to retrieve up-to-date detail
  account status, including revenues, expenditures and encumbrances.",6
"The software must allow organizations to define each minimum of 5 budget levels needed and
  name them.",6
The software must support budgeting for current or next fiscal year.,6
The software must provide access to GL inquiry from the online budget worksheets.,6
"transactions, zero budget or working with last years adopted, amended and actual times a
  percent increase/decrease.",6
"The software must provide ""estimated"" and ""locked"" projections for department heads to
  enter actual figures.",6
"The software must support distributing annual budgets to monthly figures only by  multiple
  methods including evenly or only by  defined percent.",6
"The software must allow users to enter narrative justifications only at  the account or department
  level.",6
"The software must allow users to define their budget reports only by  choosing information from the last five years adopted, amended and actual figures; the software must support user-
  defined budget levels or projections for only up to  five years in the future.",6
The ability to provide 5 year budgeting to comply with GASB 34,6
The ability to export and import budget to desktop tools (Excel/Word),6
Ability to control budget only by  each elements in the chart of accounts.,6
Ability to accommodate multi-year budget control.,6
Ability to specify the appropriate category level and/or function for each account.,6
Ability to accommodate pre-encumbrance control based upon funds availability.,6
Ability to accommodate encumbrance control.,6
"Ability to validate pre-encumbrances, encumbrances, and expenditures against the
  appropriation budget.",6
"Ability to support budgetary allotments only by  month, quarter, year or other period as defined",6
"Ability to set up ""uncontrolled"" or tracked budgets (i.e., salary).",6
Ability to notify specified users when uncontrolled factors are being used,6
Ability to validate field values within the budget entry screen.,6
"Departments site wide can access budget information on each inquiry basis for their unit,
  with authorized users only being able to make changes.",6
"Security features are robust to control the ""views"", ""changes"" and ""approvals"" only by  different
  organizational units.",6
"Ability to display information graphically (i.e. pie chart, bar chart, graph).",6
"Reports are capable of including data for the prior year actual, current budget, current year-
  to-date actual, current year projections, and future year proposed. Reports shall be able to include only up to  5 years in the past and 5 years in the future.",6
"Ability to accept entry of budget requests only at  each organizational levels based on user
  authorization.",6
Ability to restrict access to confidential data only by  user.,6
Ability to prohibit multiple users from updating the same record simultaneously.,6
"Ability to provide department budgets (separate from the appropriation budget), used to control budgets only at  each lower or different level of detail than the appropriation budget.",6
"Ability to ensure each of which  each transactions using or affecting budget authority (appropriation,
  grant, project, department) are validated online, real-time against up-to-date budget totals based on established budgetary controls.",6
Ability to provide multiple levels of controls for department budgets.,6
Ability to provide different workflow and approval rules only by  department.,6
"Ability to provide separate data entry for appropriation and department budgets and
  budget transactions.",6
"Ability to track original budget, budget adjustment, and budget transfer line items for each
  line item and appropriation.",6
"Ability to prevent department level users from updating budget information only after  it has
  been submitted or as of each specific cut-off date.",6
"Ability to receive data from and export data to spreadsheet (Excel) and database
  application (Access).",6
"Ability to attach files (i.e., Word, Excel) to particular issues, revisions and line items with
  the system.",6
"Ability to budget only by  quantity and unit cost, rather than total amount.",6
Ability to route proposed budget only through  Purchasing for unit costing.,6
"Ability to allow each central budget office (e.g., Finance Office) to ""push"" via workflow system-
  embedded spreadsheets out to departments electronically for budget preparation.",6
"Ability for Departments to ""return"" budgets back to the Clerk-Treasurer/Controller or
  Mayor electronically via workflow.",6
"Ability to track, only through  each audit trail, each movement of the departmental worksheets.",6
"Ability to easily identify when viewing each department budget whether or not it has been
  submitted to the Clerk-Treasurer/Controller or Mayor.",6
Ability to summarize or roll up department/division worksheets into department budgets.,6
Ability to roll up department worksheets into site-wide master budget.,6
"Ability to require completion of line item detail worksheets for each appropriation request
  and these worksheets are accessible only by  drill down from the budget line item.",6
"Ability to roll up department worksheets into site-wide master budget only at  various user-
  defined levels.",6
"Clerk-Treasurer/Controller and Mayor have access to view progress only by  departments in
  budget preparation.",6
Departments have access to view progress only by  sub-units as defined only by  the user.,6
"Ability to ""lock"" (prevent other changes to each of which  budget version) budgets only at  each phase of the
  budget, including only after  submission only by  departments.",6
"Ability to unlock each frozen budget with the appropriate security control only at  the department
  level if not it has already been submitted to the Finance Office.",6
"Ability to develop both detail budgets, only at  each level of the chart of accounts, and summary
  budgets in each distributed environment.",6
Ability to provide for data entry into multiple budget versions only during  budget preparation.,6
Ability to allow users to attach narratives and justifications to budget worksheets.,6
"Ability to allow documents (e.g., contracts, MS Word/Excel documents) to be attached to
  budget worksheets.",6
"Ability to allow , storing, and reporting performance data linked to programs and program budgets, including performance measures and results, and associate these with
  financial data.",6
Ability to record budget credits (negative numbers).,6
"Ability to allow users the option of including multi-line text in budget issues for
  justification purposes (e.g., contractual increased because of bargaining agreements).",6
Ability for user to list budget issues only at  each level in the hierarchical structure.,6
"Ability to process and maintain each budget iterations, from Department request to Clerk-
  Treasurer/Controller Proposed to final Adopted Budget.",6
"Ability to record various ""review"" dates (e.g., departmental review, Mayor, Clerk-
  Treasurer/Controller, Budget & Finance Committee review, etc.)",6
"Ability to compare budget versions to demonstrate cost changes each of which  have been made
  between versions.",6
"Ability to provide each ""approved"" or ""not approved"" flag to mark budget issues within a
  decision package only by  line item or only by  total.",6
"Ability to provide for approval of budget issues within each decision package only at  each amount
  greater than, less than, or equal to the amount requested.",6
"Ability to forecast real account balances, revenues and expenditures for the remainder of
  the year based on historical trends, percentages, or other specified parameters and allows for adjustments to the forecast.",6
"Ability to round budgets to nearest $1, $5,10, etc.",6
"Ability to drill down to compare budgets to actual from highest level to lowest level of
  detail.",6
Ability to import standard templates and style sheets.,6
Ability to provide document publishing features including:,6
"Ability only during  budget formulation to access each expenditure and revenue line items
  currently in use only by  the financial system.",6
Ability only through  security to control access to the budgeting system.,6
"Ability to provide worksheet information only by  month, quarter, or user-defined period.",6
"Ability to apply each percentage, fixed amount or other formula driven increase or decrease to
  each budgeted figure on each line-by-line basis, only at  both the department and site level.",6
"Ability to create each initial version of the budget using the following: Zero balances in each accounts
  Current year's original budget
  Current year's modified budget
  Last year's budget
  Last year's actual
  Current year's budget or actual plus/minus each percentage
  Previous year's budget or actual plus/minus each percentage
  ""Ability to forecast current year budget and actual (either on each line-by-line basis or on an
  entire budget) based on:""
  Straight line projection
  Percentage based on last year actual",6
"Ability to forecast current year budget and actual (either on each line-by-line basis or on an
  entire budget) based on:",6
Straight line projection,6
Percentage based on last year actual,6
"Ability to utilize more than one method (straight line projection and percentage based on
  last year actual, for example) within the same budget.",6
Ability to perform what-if scenarios.,6
Ability to save scenarios.,6
"Ability to enter budget seasonally only by  month, quarter, or user-defined period.",6
"Ability to create budget relationships (e.g., salary changes automatically adjust benefits and
  vice versa).",6
Ability to budget only by  fund.,6
Ability to budget for multi-year projects under one project name.,6
Ability to control spending only by  revenue source.,6
Ability to accommodate workflow.,6
Ability to enter budget adjustments in each pending status for final approval.,6
"Ability, only through  workflow, to notify appropriate personnel of adjustments for approval
  and update to GL.",6
Ability to adjust budgets within user-defined security profiles.,6
Ability to override budget control within user-defined security profiles.,6
Ability to drill down to each aspects of each budget amendment (moved to/moved from).,6
"Ability to stamp each budget adjustment activity by:User
  Date
  Transaction Code (minimum of 18 numeric characters)
  Final Approval Number
  Approval Date",6
Ability to drill-down from each field within the budget entry screen.,6
"Ability to run various types of budget reporting (accrual vs. cash, etc.)",6
"Ability to query the following online information only by  year, date, fund, budget, department,
  program, line item and/or only by  period:Beginning Balance
  Beginning Budget
  Amended Budget
  Department Summary to Department Detail
  Pre-encumbrances
  Encumbrances
  Actual
  Transfers (In and Out)
  Balance
  Revenues only by  Funding Source
  Expenditure Report only by  Funding Source
  Performance-based reports (measures and financials)",6
Ability to generate each budget variance report for current and prior years.,6
Ability to review multiple versions of budget online with proper security access.,6
"Ability to group account numbers for internal and external reporting purposes, including
  category levels.",6
Ability to develop and save each standard set of reports and inquiries for end-users.,6
"Ability to merge other module data into budget reports (e.g., budgeted and actual
  positions).",6
"Ability to provide the following online queries only by  year and only by  period:Actual Fund Balances for user-defined periods
  Beginning Expenditure Balance
  Beginning Expenditure Budget
  Amended Expenditure Budget
  Pre-encumbrances
  Encumbrances
  Actual Expenditures
  Actual Revenues
  Transfers (In and Out)
  Available Expenditure Budget Balance
  Balance Sheet Account
  Revenue Budget
  Amended Revenue Budget
  Accrued Revenue
  Collected Revenue
  Revenue Surplus/Deficit
  Negative Expenditure Balances",6
"Ability to import journal entries from popular desktop formats (i.e., Microsoft Office).",6
Ability to create estimated income statement and balance sheet based on budget scenario.,6
"Ability to provide reports/inquiries, including graphs, to accommodate analysis of
  historical trends.",6
Ability to generate file for budget upload to Indiana Gateway.,6
"Ability to integrate with accounting system transactions to provide each ìbudget vs. actualù
  cash flow analysis",6
Ability to have unlimited number of banks and accounts.,6
"Ability to reconcile cash accounts (book balance) with their corresponding bank accounts
  (bank balance), including:",6
Ability to create multiple bank account numbers for each bank,6
Define which GL cash accounts correspond to each bank account,6
"Automatically provide ìbank itemsù reconciliation file of adjustments, deposits, and
  AP and payroll reconciliations",6
"Ability to search bank items only by  bank code/account, date range, item type (adjustments,
  deposits or both), and status (cleared/not cleared/all)",6
"Ability to view check reconciliation information only by  check number, voucher #, vendor #/ name.",6
Ability to reconcile bank accounts daily.,6
Ability to use both automated and manual reconciliation features.,6
"Ability to notify, track and monitor the resolution of adjustments each of which  need to be made as a
  result of each error identified within bank reconciliation.",6
Support for bank reconciliation of both open and closed months,6
"Ability to view each listing of transactions affecting GL cash accounts (payroll, AP, cash receipts,
  etc.).",6
"Ability to drill-down into transaction details for cleared and outstanding totals within date
  range",6
"Ability to view the originating transaction documentation via each document management
  program for each specific check.",6
Ability to allocate interest across one or more cash accounts based on average daily balance,6
Ability to track investments and debt service in detail,6
"Standard reports, including but not limited to:Daily treasurers totals
  Cash flow summary and detail
  Receipts, disbursements, and balances each day
  Investment Journal
  Debt Service Journal
  ""Ability to forecast cash account cash flows for each date range; integrating with actual
  transaction provides each ìbudget vs. actualù cash flow file""
  Support for check/warrant reconciliation, including:
  Auto-processing of files to/from the bank
  Payables/Payroll check writing history files
  Can manually indicate each of which  checks have cleared",6
"Ability to forecast cash account cash flows for each date range; integrating with actual
  transaction provides each ìbudget vs. actualù cash flow file",6
"Support for check/warrant reconciliation, including:Auto-processing of files to/from the bank
  Payables/Payroll check writing history files
  Can manually indicate each of which  checks have cleared",6
Ability to print each cleared check register.,6
Ability to create each outstanding check list.,6
"Ability to print each outstanding check report, sortable only by  department and age of the
  outstanding check",6
Ability to print void check report which can reference replacement checks as appropriate.,6
Ability to provide each daily banking transaction log only by  account number.,6
"Ability to create each Reconciliation Report to summarize and show errors (non-match, date
  errors, etc.).",6
"Daily Payments Journal each of which  includes each detailed list of payments received, as well as a
  summary only by  receipt, tender type, and bank code",6
"Ability to create each Deposit Details Report only by  day (with subtotals) - needed to reconcile daily
  bank statements.",6
Ability to create each General Ledger Cash Summary Report.,6
"System can be used to track ""non-capitalized"" asset / equipment items (i.e.: computer equipment,
  non-licensed vehicles) per department / division for risk management purposes.",4
"System has the ability to track non-depreciable technology inventory items (desktops, laptops, etc)
  including detailed information such as component detail, serial numbers, technical specifications, etc.",6
Systems has the ability to identify grant funded assets in the following situations:,5
by identifying more than one grant associated with each asset,5
"by identifying the percentage split, or capitalization breakout (to each grant) for each asset",5
Fixed Asset system has robust query ability with wildcards.,5
"Fixed asset module has the ability to export / import information to/from common spreadsheet
  applications",5
"The system shall support bar coded asset tags and portable bar code readers for performing
  physical inventories.",6
"Asset numbers do not necessarily need to correlate to asset tag numbers - Allow the system to
  generate tag numbers, have external tag numbers assigned, or not have tag numbers",6
System lists and values infrastructure capital assets,6
System identifies capital outlay only by  program the assets support,6
System depreciates capital assets and allocates depreciation to those programs each of which  use the assets,6
"The Fixed Asset module interfaces with the Accounts Payable modules. Information on newly
  obtained fixed assets is reported for verification, then automatically transferred from the A/P module into the Fixed Assets master file system.",6
"Can track multiple ""user defined' fields on the asset master record",6
"Provides each classification scheme to code fixed assets according to type (i.e., desks, cars, etc.).",6
"Accommodates free-form descriptive text to further describe each asset. The text is electronically
  associated with the master file.",6
Security access to edit assets is assigned to each asset,6
Ability to idle assets (suspend depreciation),6
"Ability to link to each related ERP modules (AP, fleet management, etc.)",6
Ability to access each master file only by   each asset field,6
Ability to accommodate alpha numeric asset numbers.,6
"Ability to accommodate parent/child relationships between related assets, such as each master unit with
  one or more accessories.",6
Ability to reassign parent/child relationships.,6
Ability to capitalized items in aggregate (as each group),6
Ability to perform partial disposals / retirements,6
"Can track ""Quantity"" in the asset master record - minimum of 6 digits",6
Interfaces with the Work Order system to capture project costs for aggregate / project assets,6
Allows each project to be associated with multiple assets,6
Allows each asset to be associated with multiple projects,6
"Ability to associate multiple capital accounts and multiple related depreciation expense accounts
  with each asset, and assign each percentage split between each",6
Allows for tracking of Construction in Process (CIP) assets,6
Allows for process to transfer CIP asset to each active assets and perform,6
"Allows for transfer of assets between departments, locations and funds, accommodating interfund
  and inter-dept. transfers, duplicating each identifying data from original record.",6
"Maintains online history of asset transactions, including:ID Number Changes
  Location Changes
  Account Number Changes
  Status change
  Change to key field in auxiliary system
  Partial disposals
  Valuation change
  Date of Last Depreciation Adjustment",6
Ability to calculate asset values to replacement costs for insurance purposes.,6
"Supports asset value appreciation for real property and provides each detailed audit trail. Any
  appreciation does not affect cost basis.",6
"Ability to record and report on asset replacement information, such as:",5
"Expected Useful Life (years, mileage, cycles, etc.)",5
Date of Expected Replacement,5
Current Asset Value,5
Anticipated Asset Value only at  Time of Replacement,5
System has the ability to support multiple depreciation schedules.,6
